Fastq Name,Library Prep Method,Study Set,Alignment Method,Amplification ID,Amplification,Batch Name,Batch Name From Vendor,Cell Capture,Cell Prep Type,Library Prep Method ID,Library Prep Name,Load Name,Organism Common Name,Organism Name,Sample ID,Sequencing Vendor
10X120-3,10Xv2,Brain_survey_10xV2,CELL_RANGER_SC3PV2,883940189,AKTX_180801_01_A01,RKTX-180806,10X120,1743,Nuclei,1023060312,LKTX_180804_01_A01,10X120_3,human,Homo Sapiens,883931117,M1TX_180712_001_A01_A01,FacsWellTemplate,Karolinkska
10X120-4,10Xv2,Brain_survey_10xV2,CELL_RANGER_SC3PV2,883940199,AKTX_180801_01_B01,RKTX-180806,10X120,7078,Nuclei,1023060312,LKTX_180804_01_B01,10X120_4,human,Homo Sapiens,883931144,M1TX_180712_001_B01_B01,FacsWellTemplate,Karolinkska
10X134-1,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898689746,AKTX_181015_01_A01,RKTX-181018,10X134,7664,Nuclei,1023060312,LKTX_181017_01_A01,10X134_1,human,Homo Sapiens,898685242,M1TX_180926_001_A01_A01,FacsWellTemplate,Karolinkska
10X134-2,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898689750,AKTX_181015_01_B01,RKTX-181018,10X134,7005,Nuclei,1023060312,LKTX_181017_01_B01,10X134_2,human,Homo Sapiens,898685266,M1TX_180926_001_B01_B01,FacsWellTemplate,Karolinkska
10X134-5,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898689754,AKTX_181015_01_E01,RKTX-181018,10X134,7467,Nuclei,1023060312,LKTX_181017_01_E01,10X134_5,human,Homo Sapiens,898686671,M1TX_180927_002_A01_A01,FacsWellTemplate,Karolinkska
10X134-6,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898689758,AKTX_181015_01_F01,RKTX-181018,10X134,7908,Nuclei,1023060312,LKTX_181017_01_F01,10X134_6,human,Homo Sapiens,898686696,M1TX_180927_002_B01_B01,FacsWellTemplate,Karolinkska
10X135-1,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898697373,AKTX_181015_02_A01,RKTX-181019,10X135,8989,Nuclei,1023060312,LKTX_181017_02_A01,10X135_1,human,Homo Sapiens,898695644,M1TX_180928_001_A01_A01,FacsWellTemplate,Karolinkska
10X135-2,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898697377,AKTX_181015_02_B01,RKTX-181019,10X135,8364,Nuclei,1023060312,LKTX_181017_02_B01,10X135_2,human,Homo Sapiens,898695668,M1TX_180928_001_B01_B01,FacsWellTemplate,Karolinkska
10X135-3,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898697381,AKTX_181015_02_C01,RKTX-181019,10X135,7717,Nuclei,1023060312,LKTX_181017_02_C01,10X135_3,human,Homo Sapiens,898696720,M1TX_180928_004_A01_A01,FacsWellTemplate,Karolinkska
10X135-4,10Xv2,Brain_survey+Hu_Ref_Brain,CELL_RANGER_SC3PV2,898697385,AKTX_181015_02_D01,RKTX-181019,10X135,8476,Nuclei,1023060312,LKTX_181017_02_D01,10X135_4,human,Homo Sapiens,898696744,M1TX_180928_004_B01_B01,FacsWellTemplate,Karolinkska
10X146-1,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861826,AKTX_181210_01_A01,RKTX-181213,10X146,18968,Nuclei,1023060325,LKTX_181212_01_A01,10X146_1,human,Homo Sapiens,898701967,M1TX_181031_001_A01_A01,FacsWellTemplate,Karolinkska
10X146-2,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861830,AKTX_181210_01_B01,RKTX-181213,10X146,8086,Nuclei,1023060325,LKTX_181212_01_B01,10X146_2,human,Homo Sapiens,898702601,M1TX_181031_002_A01_A01,FacsWellTemplate,Karolinkska
10X146-3,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861834,AKTX_181210_01_C01,RKTX-181213,10X146,8033,Nuclei,1023060325,LKTX_181212_01_C01,10X146_3,human,Homo Sapiens,898702627,M1TX_181031_002_B01_B01,FacsWellTemplate,Karolinkska
10X146-4,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861838,AKTX_181210_01_D01,RKTX-181213,10X146,7104,Nuclei,1023060325,LKTX_181212_01_D01,10X146_4,human,Homo Sapiens,898703590,M1TX_181105_001_A01_A01,FacsWellTemplate,Karolinkska
10X146-5,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861842,AKTX_181210_01_E01,RKTX-181213,10X146,7010,Nuclei,1023060325,LKTX_181212_01_E01,10X146_5,human,Homo Sapiens,898703615,M1TX_181105_001_B01_B01,FacsWellTemplate,Karolinkska
10X146-6,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861847,AKTX_181210_01_F01,RKTX-181213,10X146,6106,Nuclei,1023060325,LKTX_181212_01_F01,10X146_6,human,Homo Sapiens,898704177,M1TX_181105_002_A01_A01,FacsWellTemplate,Karolinkska
10X146-7,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898861851,AKTX_181210_01_G01,RKTX-181213,10X146,4751,Nuclei,1023060325,LKTX_181212_01_G01,10X146_7,human,Homo Sapiens,898704203,M1TX_181105_002_B01_B01,FacsWellTemplate,Karolinkska
10X161-1,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898950733,AKTX_190128_01_A01,RKTX-190131-2,10X161,4597,Nuclei,1023060325,LKTX_190130_02_A01,10X161_1,human,Homo Sapiens,898950058,M1TX_180917_004_A01_A01,FacsWellTemplate,Karolinkska
10X171-1,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,898961899,AKTX_190218_01_A01,RKTX-190221,10X171,5979,Nuclei,1023060325,LKTX_190220_01_A01,10X171_1,human,Homo Sapiens,898958483,M1TX_190125_111_A01_A01,FacsWellTemplate,Karolinkska
10X172-1,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085016,AKTX_190320_01_A01,RKTX-190323,10X172,6237,Nuclei,1023060325,LKTX_190322_01_A01,10X172_1,human,Homo Sapiens,897042440,M2TX_181106_001_A01_A01,FacsWellTemplate,Karolinkska
10X172-2,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085020,AKTX_190320_01_B01,RKTX-190323,10X172,6637,Nuclei,1023060325,LKTX_190322_01_B01,10X172_2,human,Homo Sapiens,897042469,M2TX_181106_001_B01_B01,FacsWellTemplate,Karolinkska
10X172-3,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085024,AKTX_190320_01_C01,RKTX-190323,10X172,6445,Nuclei,1023060325,LKTX_190322_01_C01,10X172_3,human,Homo Sapiens,897046213,M2TX_181106_003_A01_A01,FacsWellTemplate,Karolinkska
10X172-4,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085028,AKTX_190320_01_D01,RKTX-190323,10X172,6313,Nuclei,1023060325,LKTX_190322_01_D01,10X172_4,human,Homo Sapiens,897046251,M2TX_181106_003_B01_B01,FacsWellTemplate,Karolinkska
10X172-5,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085033,AKTX_190320_01_E01,RKTX-190323,10X172,6303,Nuclei,1023060325,LKTX_190322_01_E01,10X172_5,human,Homo Sapiens,897053505,M1TX_181107_001_A01_A01,FacsWellTemplate,Karolinkska
10X172-6,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085037,AKTX_190320_01_F01,RKTX-190323,10X172,6162,Nuclei,1023060325,LKTX_190322_01_F01,10X172_6,human,Homo Sapiens,897053534,M1TX_181107_001_B01_B01,FacsWellTemplate,Karolinkska
10X172-7,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085041,AKTX_190320_01_G01,RKTX-190323,10X172,7152,Nuclei,1023060325,LKTX_190322_01_G01,10X172_7,human,Homo Sapiens,897066409,M1TX_181107_003_A01_A01,FacsWellTemplate,Karolinkska
10X172-8,10Xv3,Brain_survey+Hu_Ref_Brain,CELL_RANGER,897085045,AKTX_190320_01_H01,RKTX-190323,10X172,8228,Nuclei,1023060325,LKTX_190322_01_H01,10X172_8,human,Homo Sapiens,897066433,M1TX_181107_003_B01_B01,FacsWellTemplate,Karolinkska
